street_name,place,address,lat,lon,importance
CHOA CHU KANG AVE 2,CHOA CHU KANG AVE 2 Singapore,"Choa Chu Kang Avenue 2, Choa Chu Kang, Southwest, 680251, Singapore",1.3787569,103.7445411,0.71
KIM KEAT LINK,KIM KEAT LINK Singapore,"Kim Keat Link, Toa Payoh, Singapore, Central, 310264, Singapore",1.3318864,103.8549544,0.51
PASIR RIS DR 4,PASIR RIS DR 4 Singapore,"Pasir Ris Drive 4, Pasir Ris, Northeast, 510485, Singapore",1.374348,103.9611837,0.61
PASIR RIS ST 21,PASIR RIS ST 21 Singapore,"Pasir Ris Street 21, Pasir Ris, Northeast, 510222, Singapore",1.3707764,103.9621378,0.61
SENG POH RD,SENG POH RD Singapore,"Seng Poh Road, Bukit Merah, Singapore, Central, 168895, Singapore",1.2858869,103.8342445,0.41
HOUGANG ST 51,HOUGANG ST 51 Singapore,"Hougang Street 51, Hougang, Northeast, 538719, Singapore",1.3788784,103.8894043,0.51
JURONG WEST ST 72,JURONG WEST ST 72 Singapore,"Jurong West Street 72, Jurong West, Southwest, 640730, Singapore",1.3465241,103.6986732,0.61
JURONG WEST ST 71,JURONG WEST ST 71 Singapore,"Jurong West Street 71, Jurong West, Southwest, 640711, Singapore",1.3432751,103.6951495,0.61
PASIR RIS ST 52,PASIR RIS ST 52 Singapore,"Pasir Ris Street 52, Pasir Ris, Northeast, 510572, Singapore",1.3734067,103.9452475,0.61
TAMPINES ST 32,TAMPINES ST 32 Singapore,"Tampines Street 32, Tampines, Northeast, 520332, Singapore",1.3537896,103.9606773,0.51
CHOA CHU KANG AVE 4,CHOA CHU KANG AVE 4 Singapore,"Choa Chu Kang Avenue 4, Choa Chu Kang, Southwest, 680350, Singapore",1.3839732,103.7433587,0.71
CHOA CHU KANG LOOP,CHOA CHU KANG LOOP Singapore,"Choa Chu Kang Loop, Choa Chu Kang, Southwest, 689717, Singapore",1.3863917,103.7458846,0.61
JLN TENAGA,jalan TENAGA Singapore,"Jalan Tenaga, Kaki Bukit, Northeast, 410658, Singapore",1.3337449,103.9059737,0.41
TAMPINES CTRL 1,TAMPINES central 1 Singapore,"Tampines Central 1, Tampines, Northeast, 529542, Singapore",1.355241,103.9428309,0.51
TAMPINES ST 33,TAMPINES ST 33 Singapore,"Tampines Street 33, Tampines, Northeast, 520338, Singapore",1.3521561,103.9592881,0.51
BT BATOK WEST AVE 7,bukit BATOK WEST AVE 7 Singapore,"Bukit Batok West Avenue 7, Bukit Gombak, Bukit Batok, Southwest, 650336, Singapore",1.3652216,103.7491799,0.71
JURONG WEST AVE 5,JURONG WEST AVE 5 Singapore,"Jurong West Avenue 5, Jurong West, Southwest, 640857, Singapore",1.3484873,103.6970425,0.61
TAMPINES AVE 7,TAMPINES AVE 7 Singapore,"Tampines Avenue 7, Tampines, Northeast, 523497, Singapore",1.3586761,103.9595549,0.51
WOODLANDS ST 83,WOODLANDS ST 83 Singapore,"Woodlands Street 83, Woodlands, Northwest, 738489, Singapore",1.4415868,103.7953321,0.51
CHOA CHU KANG ST 51,CHOA CHU KANG ST 51 Singapore,"Choa Chu Kang Street 51, Choa Chu Kang, Northwest, 689333, Singapore",1.3897733,103.7431311,0.71
PASIR RIS DR 3,PASIR RIS DR 3 Singapore,"Pasir Ris Drive 3, Pasir Ris, Northeast, 510587, Singapore",1.3770189,103.9455651,0.61
YISHUN CTRL 1,YISHUN central 1 Singapore,"Yishun Central, Yishun, Northwest, 761348, Singapore",1.4260129,103.8405884,0.51
CHOA CHU KANG AVE 1,CHOA CHU KANG AVE 1 Singapore,"Choa Chu Kang Avenue 1, Choa Chu Kang, Southwest, 689471, Singapore",1.3763012,103.7438608,0.71
WOODLANDS ST 31,WOODLANDS ST 31 Singapore,"Woodlands Street 31, Woodlands, Northwest, 31, Singapore",1.4299577,103.7753902,0.52
BT MERAH LANE 1,bukit MERAH LANE 1 Singapore,"Bukit Merah Lane 1, Alexandra Village Industrial Estate, Bukit Merah, Singapore, Central, 159971, Singapore",1.2865754,103.8053513,0.61
PASIR RIS ST 13,PASIR RIS ST 13 Singapore,"Pasir Ris Street 13, Pasir Ris, Northeast, 510161, Singapore",1.3634306,103.9617562,0.585
ELIAS RD,ELIAS RD Singapore,"Elias Road, Pasir Ris, Northeast, 519937, Singapore",1.3733385,103.9403331,0.31
BISHAN ST 24,BISHAN ST 24 Singapore,"Bishan Street 24, Bishan, Singapore, Central, 570289, Singapore",1.3569378,103.844615,0.51
WHAMPOA RD,WHAMPOA RD Singapore,"Whampoa Road, Novena, Singapore, Central, 327691, Singapore",1.3265917,103.8555845,0.31
WOODLANDS ST 41,WOODLANDS ST 41 Singapore,"Woodlands Street 41, Woodlands, Northwest, 739068, Singapore",1.4296709,103.7734429,0.51
PASIR RIS ST 71,PASIR RIS ST 71 Singapore,"Pasir Ris Street 71, Pasir Ris, Northeast, 510771, Singapore",1.3760901,103.936605,0.61
JURONG WEST ST 74,JURONG WEST ST 74 Singapore,"Jurong West Street 74, Jurong West, Southwest, 649149, Singapore",1.348515,103.6991476,0.61
PASIR RIS DR 1,PASIR RIS DR 1 Singapore,"Pasir Ris Drive 1, Pasir Ris, Northeast, 510199, Singapore",1.367705,103.9596761,0.61
PASIR RIS ST 72,PASIR RIS ST 72 Singapore,"Pasir Ris Street 72, Pasir Ris, Northeast, 510701, Singapore",1.3798677,103.937559,0.61
PASIR RIS DR 10,PASIR RIS DR 10 Singapore,"Pasir Ris Drive 10, Pasir Ris, Northeast, 510708, Singapore",1.3808296,103.9391633,0.61
CHOA CHU KANG ST 52,CHOA CHU KANG ST 52 Singapore,"Choa Chu Kang Street 52, Choa Chu Kang, Northwest, 680533, Singapore",1.3932339,103.742965,0.71
CLARENCE LANE,CLARENCE LANE Singapore,"Clarence Lane, Queenstown, Singapore, Central, 141129, Singapore",1.2928129,103.8141556,0.41
CHOA CHU KANG NTH 6,CHOA CHU KANG north 6 Singapore,"Choa Chu Kang North 6, Choa Chu Kang, Northwest, 689580, Singapore",1.3964497,103.7470702,0.71
PASIR RIS ST 53,PASIR RIS ST 53 Singapore,"Pasir Ris Street 53, Pasir Ris, Northeast, 510581, Singapore",1.3746858,103.9461459,0.61
CHOA CHU KANG NTH 5,CHOA CHU KANG north 5 Singapore,"Choa Chu Kang North 5, Choa Chu Kang, Northwest, 680766, Singapore",1.3922465,103.749348,0.71
ANG MO KIO ST 21,ANG MO KIO ST 21 Singapore,"Ang Mo Kio Street 21, Ang Mo Kio, Singapore, Central, 560245, Singapore",1.3678307,103.8350873,0.71
JLN DAMAI,jalan DAMAI Singapore,"Jalan Damai, Kaki Bukit, Northeast, 410664, Singapore",1.3342924,103.9092955,0.41
CHOA CHU KANG ST 62,CHOA CHU KANG ST 62 Singapore,"Choa Chu Kang Street 62, Choa Chu Kang, Northwest, 680627, Singapore",1.3976624,103.7454763,0.71
WOODLANDS AVE 5,WOODLANDS AVE 5 Singapore,"Woodlands Avenue 5, Woodlands, Northwest, 738240, Singapore",1.4330571,103.7977402,0.51
WOODLANDS DR 50,WOODLANDS DR 50 Singapore,"Woodlands Drive 50, Woodlands, Northwest, 738853, Singapore",1.4362422,103.7909582,0.51
CHOA CHU KANG ST 53,CHOA CHU KANG ST 53 Singapore,"Choa Chu Kang Street 53, Choa Chu Kang, Northwest, 689189, Singapore",1.3911825,103.7472907,0.71
TAMPINES ST 72,TAMPINES ST 72 Singapore,"Tampines Street 72, Tampines, Northeast, 520723, Singapore",1.3601615,103.9346939,0.51
UPP SERANGOON RD,upper SERANGOON RD Singapore,"Upper Serangoon Road, Kallang, Singapore, Central, 347919, Singapore",1.3281441,103.8684511,0.41
JURONG WEST ST 75,JURONG WEST ST 75 Singapore,"Jurong West Street 75, Jurong West, Southwest, 640749, Singapore",1.3483989,103.6978283,0.61
STRATHMORE AVE,STRATHMORE AVE Singapore,"Strathmore Avenue, Queenstown, Singapore, Central, 142058, Singapore",1.2935048,103.8110261,0.41
ANG MO KIO ST 31,ANG MO KIO ST 31 Singapore,"Ang Mo Kio Street 31, Ang Mo Kio, Singapore, Central, 560339, Singapore",1.36596,103.8492395,0.71
TAMPINES ST 34,TAMPINES ST 34 Singapore,"Tampines Street 34, Tampines, Northeast, 520371, Singapore",1.3564856,103.9595788,0.51
YUNG AN RD,YUNG AN RD Singapore,"Yung An Road, Jurong West, Southwest, 618495, Singapore",1.3356506,103.7220153,0.41
WOODLANDS AVE 4,WOODLANDS AVE 4 Singapore,"Woodlands Avenue 4, Woodlands, Northwest, 738954, Singapore",1.4475715,103.7919715,0.51
CHOA CHU KANG NTH 7,CHOA CHU KANG north 7 Singapore,"Choa Chu Kang North 7, Choa Chu Kang, Northwest, 689097, Singapore",1.4001539,103.749395,0.71
ANG MO KIO ST 11,ANG MO KIO ST 11 Singapore,"Ang Mo Kio Street 11, Ang Mo Kio, Singapore, Central, 568912, Singapore",1.3716034,103.8330131,0.71
WOODLANDS AVE 9,WOODLANDS AVE 9 Singapore,"Woodlands Avenue 9, Woodlands, Northwest, 757881, Singapore",1.4475311,103.7971253,0.51
YUNG LOH RD,YUNG LOH RD Singapore,"Yung Loh Road, Jurong West, Southwest, 610155, Singapore",1.3275606,103.7223301,0.385
CHOA CHU KANG DR,CHOA CHU KANG DR Singapore,"Choa Chu Kang Drive, Choa Chu Kang, Southwest, 680216, Singapore",1.3839373,103.7470997,0.61
CHOA CHU KANG ST 54,CHOA CHU KANG ST 54 Singapore,"Choa Chu Kang Street 54, Choa Chu Kang, Northwest, 689577, Singapore",1.3962474,103.7502122,0.71
REDHILL LANE,REDHILL LANE Singapore,"Redhill Lane, Bukit Merah, Singapore, Central, 151088, Singapore",1.2866736,103.8187637,0.385
KANG CHING RD,KANG CHING RD Singapore,"Kang Ching Road, Jurong West, Southwest, 610334, Singapore",1.3399609,103.7232968,0.41
TAH CHING RD,TAH CHING RD Singapore,"Tah Ching Road, Jurong West, Southwest, 610330, Singapore",1.3382207,103.7242616,0.41
SIMEI ST 5,SIMEI ST 5 Singapore,"Simei Street 5, Simei, Southeast, 520247, Singapore",1.3446617,103.9534754,0.485
WOODLANDS DR 40,WOODLANDS DR 40 Singapore,"Woodlands Drive 40, Woodlands, Northwest, 738489, Singapore",1.4417414,103.7954226,0.51
WOODLANDS DR 70,WOODLANDS DR 70 Singapore,"Woodlands Drive 70, Woodlands, Northwest, 738907, Singapore",1.4421826,103.7982289,0.51
TAMPINES ST 71,TAMPINES ST 71 Singapore,"Tampines Street 71, Tampines, Northeast, 521730, Singapore",1.3570373,103.9328896,0.51
WOODLANDS DR 42,WOODLANDS DR 42 Singapore,"Woodlands Drive 42, Woodlands, Northwest, 730888, Singapore",1.4368958,103.7960118,0.51
SERANGOON NTH AVE 3,SERANGOON north AVE 3 Singapore,"Serangoon North Avenue 3, Serangoon North, Singapore, Central, 550530, Singapore",1.3735229,103.870825,0.61
JELAPANG RD,JELAPANG RD Singapore,"Jelapang Road, Bukit Panjang, Northwest, 677744, Singapore",1.3859002,103.767265,0.31
BT BATOK ST 22,bukit BATOK ST 22 Singapore,"Bukit Batok Street 22, Bukit Batok, Southwest, 653296, Singapore",1.344382,103.7491765,0.61
HOUGANG ST 91,HOUGANG ST 91 Singapore,"Hougang Street 91, Hougang, Northeast, 538692, Singapore",1.3756631,103.8800927,0.51
WOODLANDS AVE 6,WOODLANDS AVE 6 Singapore,"Woodlands Avenue 6, Woodlands, Northwest, 730678, Singapore",1.4416029,103.8018605,0.51
WOODLANDS CIRCLE,WOODLANDS CIRCLE Singapore,"Woodlands Circle, Woodlands, Northwest, 730768, Singapore",1.4448172,103.7971316,0.41
CORPORATION DR,CORPORATION DR Singapore,"Corporation Drive, Jurong West, Southwest, 611150, Singapore",1.3265298,103.7226986,0.41
LOMPANG RD,LOMPANG RD Singapore,"Lompang Road, Bukit Panjang, Northwest, 677743, Singapore",1.3790906,103.7644306,0.31
WOODLANDS DR 72,WOODLANDS DR 72 Singapore,"Woodlands Drive 72, Woodlands, Northwest, 730789, Singapore",1.4435007,103.8043718,0.51
CHOA CHU KANG ST 64,CHOA CHU KANG ST 64 Singapore,"Choa Chu Kang Street 64, Choa Chu Kang, Northwest, 689097, Singapore",1.3982697,103.7503095,0.71
BT BATOK ST 24,bukit BATOK ST 24 Singapore,"Bukit Batok Street 24, Bukit Batok, Southwest, 654291, Singapore",1.3428171,103.7544224,0.61
JLN TECK WHYE,jalan TECK WHYE Singapore,"Jalan Teck Whye, Choa Chu Kang, Southwest, 680160, Singapore",1.3806642,103.756014,0.51
WOODLANDS CRES,WOODLANDS CRES Singapore,"Woodlands Crescent, Woodlands, Northwest, 730784, Singapore",1.4453919,103.8045751,0.41
WOODLANDS DR 60,WOODLANDS DR 60 Singapore,"Woodlands Drive 60, Woodlands, Northwest, 731799, Singapore",1.4467759,103.7993626,0.51
CHANGI VILLAGE RD,CHANGI VILLAGE RD Singapore,"Changi Village Road, Changi Village, Changi, Southeast, 500004, Singapore",1.3886689,103.9872104,0.41
BT BATOK ST 25,bukit BATOK ST 25 Singapore,"Bukit Batok Street 25, Bukit Batok, Southwest, 658064, Singapore",1.3404847,103.7603789,0.61
HOUGANG AVE 9,HOUGANG AVE 9 Singapore,"Hougang Avenue 9, Hougang, Northeast, 530682, Singapore",1.374539,103.8846956,0.51
JURONG WEST CTRL 1,JURONG WEST central 1 Singapore,"Jurong West Central 1, Jurong West, Southwest, 640686, Singapore",1.3411397,103.7045671,0.61
WOODLANDS RING RD,WOODLANDS RING RD Singapore,"Woodlands Ring Road, Woodlands, Northwest, 730676, Singapore",1.438622,103.7998474,0.41
CHOA CHU KANG AVE 5,CHOA CHU KANG AVE 5 Singapore,"Choa Chu Kang Avenue 5, Choa Chu Kang, Southwest, 682489, Singapore",1.3755946,103.7393054,0.71
TOH GUAN RD,TOH GUAN RD Singapore,"Toh Guan Road, Jurong East, Southwest, 600282, Singapore",1.3391915,103.7476045,0.41
JURONG WEST ST 61,JURONG WEST ST 61 Singapore,"Jurong West Street 61, Jurong West, Southwest, 642656, Singapore",1.3363793,103.6989461,0.61
WOODLANDS DR 14,WOODLANDS DR 14 Singapore,"Woodlands Drive 14, Fragant Woods, Woodlands, Northwest, 738079, Singapore",1.4339051,103.7906996,0.51
HOUGANG ST 92,HOUGANG ST 92 Singapore,"Hougang Street 92, Hougang, Northeast, 547532, Singapore",1.3740927,103.8787533,0.51
CHOA CHU KANG CRES,CHOA CHU KANG CRES Singapore,"Choa Chu Kang Crescent, Choa Chu Kang, Northwest, 681672, Singapore",1.4029654,103.7493401,0.61
SEMBAWANG CL,SEMBAWANG CL Singapore,"Sembawang Close, Sun Trellis, Sembawang, Northwest, 750333, Singapore",1.4483957,103.8165256,0.385
CANBERRA RD,CANBERRA RD Singapore,"Canberra Road, Sembawang, Northwest, 757443, Singapore",1.4574235,103.8217828,0.31
SEMBAWANG CRES,SEMBAWANG CRES Singapore,"Sembawang Crescent, Sembawang, Northwest, 757704, Singapore",1.4447878,103.8165634,0.41
SEMBAWANG VISTA,SEMBAWANG VISTA Singapore,"Sembawang Vista, Sembawang, Northwest, 757713, Singapore",1.447114,103.8193689,0.41
COMPASSVALE WALK,COMPASSVALE WALK Singapore,"Compassvale Walk, Seng Kang, Northeast, 544644, Singapore",1.3896738,103.9005767,0.41
RIVERVALE ST,RIVERVALE ST Singapore,"Rivervale Street, Seng Kang, Northeast, 541124, Singapore",1.3887717,103.9021775,0.41
WOODLANDS DR 62,WOODLANDS DR 62 Singapore,"Woodlands Drive 62, Woodlands, Northwest, 737942, Singapore",1.4393493,103.8043374,0.51
SEMBAWANG DR,SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757444, Singapore",1.4626967,103.8166471,0.41
WOODLANDS DR 53,WOODLANDS DR 53 Singapore,"Woodlands Drive 53, Woodlands, Northwest, 738240, Singapore",1.4330392,103.7972655,0.51
WOODLANDS DR 52,WOODLANDS DR 52 Singapore,"Woodlands Drive 52, Woodlands, Northwest, 739012, Singapore",1.4344026,103.7994245,0.51
RIVERVALE WALK,RIVERVALE WALK Singapore,"Rivervale Walk, Seng Kang, Northeast, 540110, Singapore",1.3841615,103.9001564,0.41
COMPASSVALE LANE,COMPASSVALE LANE Singapore,"Compassvale Lane, Seng Kang, Northeast, 543211, Singapore",1.3856566,103.8993344,0.41
RIVERVALE DR,RIVERVALE DR Singapore,"Rivervale Drive, Seng Kang, Northeast, 544740, Singapore",1.3816153,103.9017745,0.41
SENJA RD,SENJA RD Singapore,"Senja Road, Bukit Panjang, Northwest, 670628, Singapore",1.3846322,103.7601756,0.31
JURONG WEST ST 65,JURONG WEST ST 65 Singapore,"Jurong West Street 65, Jurong West, Southwest, 640657, Singapore",1.336143,103.7014627,0.61
RIVERVALE CRES,RIVERVALE CRES Singapore,"Rivervale Crescent, Seng Kang, Northeast, 542162, Singapore",1.3908237,103.9082143,0.41
WOODLANDS DR 44,WOODLANDS DR 44 Singapore,"Woodlands Drive 44, Vista Point, Woodlands, Northwest, 730548, Singapore",1.431327,103.7946744,0.51
COMPASSVALE DR,COMPASSVALE DR Singapore,"Compassvale Drive, Seng Kang, Northeast, 544700, Singapore",1.3886788,103.8945541,0.41
WOODLANDS DR 16,WOODLANDS DR 16 Singapore,"Woodlands Drive 16, Woodlands, Northwest, 730548, Singapore",1.4319078,103.7958494,0.51
COMPASSVALE RD,COMPASSVALE RD Singapore,"Compassvale Road, Seng Kang, Northeast, 540239, Singapore",1.3916513,103.897983,0.31
WOODLANDS DR 73,WOODLANDS DR 73 Singapore,"Woodlands Drive 73, Woodlands, Northwest, 737942, Singapore",1.4418341,103.8052101,0.51
HOUGANG ST 31,HOUGANG ST 31 Singapore,"Hougang St 31, Hougang, Northeast, 534797, Singapore",1.3634769,103.888866,0.51
JURONG WEST ST 64,JURONG WEST ST 64 Singapore,"Jurong West Street 64, Jurong West, Southwest, 643668, Singapore",1.3416513,103.7037759,0.61
WOODLANDS DR 71,WOODLANDS DR 71 Singapore,"Woodlands Drive 71, Woodlands, Northwest, 730676, Singapore",1.439373,103.8004157,0.51
YISHUN ST 20,YISHUN ST 20 Singapore,"Yishun Street 20, Yishun, Northwest, 760291, Singapore",1.4360609,103.8358822,0.51
ADMIRALTY DR,ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 757714, Singapore",1.4503054,103.8162261,0.41
COMPASSVALE ST,COMPASSVALE ST Singapore,"Compassvale Street, Seng Kang, Northeast, 543297, Singapore",1.3942271,103.9010627,0.41
BEDOK RESERVOIR VIEW,BEDOK RESERVOIR VIEW Singapore,"Bedok Reservoir View, Longvale, Bedok, Southeast, 470760, Singapore",1.3366184,103.935556,0.51
YUNG SHENG RD,YUNG SHENG RD Singapore,"Yung Sheng Road, Jurong West, Southwest, 610182, Singapore",1.3342516,103.7228183,0.41
ADMIRALTY LINK,ADMIRALTY LINK Singapore,"Admiralty Link, Sembawang, Northwest, 750462, Singapore",1.4545055,103.8152222,0.41
SENGKANG EAST WAY,SENGKANG EAST WAY Singapore,"Sengkang East Way, Seng Kang, Northeast, 541317, Singapore",1.394451,103.8875501,0.51
ANG MO KIO ST 32,ANG MO KIO ST 32 Singapore,"Ang Mo Kio Street 32, Ang Mo Kio, Singapore, Central, 560351, Singapore",1.3649315,103.8501312,0.71
ANG MO KIO ST 52,ANG MO KIO ST 52 Singapore,"Ang Mo Kio Street 52, Ang Mo Kio, Singapore, Central, 569228, Singapore",1.3726738,103.8527965,0.71
BOON TIONG RD,BOON TIONG RD Singapore,"Boon  Tiong Road, Boon Tiong Aracadia, Bukit Merah, Singapore, Central, 163028, Singapore",1.2860313,103.8320238,0.385
JURONG WEST ST 62,JURONG WEST ST 62 Singapore,"Jurong West Street 62, Jurong West, Southwest, 640623, Singapore",1.3401794,103.6990407,0.61
ANCHORVALE LINK,ANCHORVALE LINK Singapore,"Anchorvale Link, Seng Kang, Northeast, 542319, Singapore",1.391592,103.8898937,0.41
CANBERRA LINK,CANBERRA LINK Singapore,"Canberra Link, Sembawang, Northwest, 750505, Singapore",1.4498823,103.8222532,0.41
COMPASSVALE CRES,COMPASSVALE CRES Singapore,"Compassvale Crescent, Seng Kang, Northeast, 543289, Singapore",1.3973003,103.8969179,0.41
CLEMENTI ST 12,CLEMENTI ST 12 Singapore,"Clementi Street 12, Sunset Way, Ulu Pandan, Northwest, 120105, Singapore",1.3228185,103.7700351,0.485
MONTREAL DR,MONTREAL DR Singapore,"Montreal Drive, Sembawang, Northwest, 757702, Singapore",1.4531328,103.8241965,0.41
WELLINGTON CIRCLE,WELLINGTON CIRCLE Singapore,"Wellington Circle, Sembawang, Northwest, 757702, Singapore",1.4522063,103.8206428,0.41
SENGKANG EAST RD,SENGKANG EAST RD Singapore,"Sengkang East Road, Seng Kang, Northeast, 540302, Singapore",1.3880164,103.8917557,0.41
JURONG WEST AVE 3,JURONG WEST AVE 3 Singapore,"Jurong West Avenue 3, Jurong West, Southwest, 641273, Singapore",1.35077,103.7031216,0.61
ANCHORVALE LANE,ANCHORVALE LANE Singapore,"Anchorvale Lane, Seng Kang, Northeast, 541311, Singapore",1.3908621,103.8837844,0.41
SENJA LINK,SENJA LINK Singapore,"Senja Link, Bukit Panjang, Northwest, 670631, Singapore",1.3863917,103.7632855,0.41
EDGEFIELD PLAINS,EDGEFIELD PLAINS Singapore,"Edgefield Plains, Punggol, Northeast, 820198, Singapore",1.3977589,103.9068192,0.41
ANCHORVALE DR,ANCHORVALE DR Singapore,"Anchorvale Drive, Seng Kang, Northeast, 541320, Singapore",1.3900519,103.8908764,0.41
SEGAR RD,SEGAR RD Singapore,"Segar Road, Bukit Panjang, Northwest, 677738, Singapore",1.3870559,103.7723041,0.31
FARRER PK RD,FARRER PK RD Singapore,"Farrer Park Road, Farrer Park View, Kallang, Singapore, Central, 217567, Singapore",1.3114531,103.8506904,0.31
PUNGGOL FIELD,PUNGGOL FIELD Singapore,"Punggol Field, Punggol, Northeast, 828867, Singapore",1.3958608,103.9103712,0.41
EDGEDALE PLAINS,EDGEDALE PLAINS Singapore,"Edgedale Plains, Punggol, Northeast, 828866, Singapore",1.3968124,103.9119597,0.41
ANCHORVALE RD,ANCHORVALE RD Singapore,"Anchorvale Road, Seng Kang, Northeast, 543351, Singapore",1.3936709,103.8873041,0.31
CANTONMENT CL,CANTONMENT CL Singapore,"Cantonment Close, Bukit Merah, Singapore, Central, 080013, Singapore",1.2750364,103.8402139,0.385
JLN MEMBINA,jalan MEMBINA Singapore,"Jalan Membina, Bukit Merah, Singapore, Central, 168731, Singapore",1.2859312,103.8272492,0.41
FERNVALE LANE,FERNVALE LANE Singapore,"Fernvale Lane, Fernvale, Central, 792443, Singapore",1.3907697,103.8737037,0.41
JURONG WEST ST 25,JURONG WEST ST 25 Singapore,"Jurong West Street 25, Jurong West, Southwest, 640276, Singapore",1.3539927,103.7041989,0.61
CLEMENTI ST 11,CLEMENTI ST 11 Singapore,"11, West Coast Place, Clementi, Southwest, 128104, Singapore",1.31395065,103.7581804,0.421
PUNGGOL FIELD WALK,PUNGGOL FIELD WALK Singapore,"Punggol Field Walk, Punggol, Northeast, 828749, Singapore",1.3910031,103.9134651,0.51
KLANG LANE,KLANG LANE Singapore,"Klang Lane, Rochor, Singapore, Central, 219924, Singapore",1.3084848,103.8522978,0.41
PUNGGOL CTRL,PUNGGOL central Singapore,"Punggol Central, Punggol, Northeast, 821256, Singapore",1.4084218,103.891931,0.41
JELEBU RD,JELEBU RD Singapore,"Jelebu Road, Bukit Panjang, Northwest, 677743, Singapore",1.3782362,103.7647516,0.31
BUANGKOK CRES,BUANGKOK CRES Singapore,"Buangkok Crescent, Hougang, Northeast, 530991, Singapore",1.3841004,103.883398,0.41
WOODLANDS DR 75,WOODLANDS DR 75 Singapore,"Woodlands border checkpoint (motorcycles, manual clearing), Woodlands, Northwest, 738203, Singapore",1.445757,103.7671967,0.581685602
BT BATOK WEST AVE 5,bukit BATOK WEST AVE 5 Singapore,"Bukit Batok West Avenue 5, Bukit Gombak, Bukit Batok, Southwest, 650395, Singapore",1.3669461,103.7508364,0.71
JELLICOE RD,JELLICOE RD Singapore,"Jellicoe Road, Kallang, Singapore, Central, 200809, Singapore",1.3083328,103.8626991,0.31
PUNGGOL DR,PUNGGOL DR Singapore,"Punggol Drive, Punggol, Northeast, 822619, Singapore",1.4035559,103.9107907,0.41
JURONG WEST ST 24,JURONG WEST ST 24 Singapore,"Jurong West Street 24, Jurong West, Southwest, 641272, Singapore",1.3497994,103.7060916,0.61
SEMBAWANG WAY,SEMBAWANG WAY Singapore,"Sembawang Way, Sembawang, Northwest, 759775, Singapore",1.4491896,103.8192443,0.41
FERNVALE RD,FERNVALE RD Singapore,"Fernvale Road, Fernvale, Central, 794441, Singapore",1.3921653,103.8756703,0.31
BUANGKOK LINK,BUANGKOK LINK Singapore,"Buangkok Link, Hougang, Northeast, 536980, Singapore",1.3793388,103.8815068,0.41
FERNVALE LINK,FERNVALE LINK Singapore,"Fernvale Link, Fernvale, Central, 793439, Singapore",1.3918285,103.8791742,0.41
JLN TIGA,jalan TIGA Singapore,"Jalan Tiga, Geylang, Southeast, 390041, Singapore",1.3073387,103.8847567,0.41
YUAN CHING RD,YUAN CHING RD Singapore,"Yuan Ching Road, Jurong East, Southwest, 618664, Singapore",1.3305766,103.7249185,0.41
COMPASSVALE LINK,COMPASSVALE LINK Singapore,"Compassvale Link, Seng Kang, Northeast, 540276, Singapore",1.3823822,103.8950052,0.41
MARINE PARADE CTRL,MARINE PARADE central Singapore,"Marine Parade Central, Marine Parade Promenade, Marine Parade, Southeast, 440080, Singapore",1.3022315,103.907662,0.51
COMPASSVALE BOW,COMPASSVALE BOW Singapore,"Compassvale Bow, Seng Kang, Northeast, 541265, Singapore",1.3815174,103.8949228,0.41
PUNGGOL RD,PUNGGOL RD Singapore,"Punggol Road, Punggol, Northeast, 820674, Singapore",1.4091032,103.9094426,0.31
BEDOK CTRL,BEDOK central Singapore,"Bedok Central, Bedok, Southeast, 467351, Singapore",1.3248789,103.9326995,0.41
PUNGGOL EAST,PUNGGOL EAST Singapore,"Punggol East, Punggol, Northeast, 821658, Singapore",1.3992183,103.9194024,0.41
SENGKANG CTRL,SENGKANG central Singapore,"Sengkang Central, Seng Kang, Northeast, 544700, Singapore",1.3886361,103.8944854,0.41
TAMPINES CTRL 7,TAMPINES central 7 Singapore,"Tampines Central 7, Tampines, Northeast, 528595, Singapore",1.3589169,103.9419071,0.51
SENGKANG WEST AVE,SENGKANG WEST AVE Singapore,"Sengkang West Avenue, Seng Kang, Northeast, 541311, Singapore",1.3915181,103.8825691,0.51
PUNGGOL PL,PUNGGOL PL Singapore,"Punggol Place, Punggol, Northeast, 828845, Singapore",1.4068843,103.9052635,0.41
CANTONMENT RD,CANTONMENT RD Singapore,"Cantonment Road, Downtown Core, Singapore, Central, 089058, Singapore",1.2728462,103.8421747,0.31
GHIM MOH LINK,GHIM MOH LINK Singapore,"Ghim Moh Link, Rochester Hill, Queenstown, Southwest, 271022, Singapore",1.3097048,103.7853698,0.51
SIMEI LANE,SIMEI LANE Singapore,"Simei Lane, Simei, Southeast, 520224, Singapore",1.3432835,103.9583046,0.385
YISHUN ST 41,YISHUN ST 41 Singapore,"Yishun Street 41, Yishun, Northwest, 767998, Singapore",1.4189997,103.8460327,0.51
TELOK BLANGAH ST 31,TELOK BLANGAH ST 31 Singapore,"Telok Blangah Street 31, Alexandra, Southwest, 101080, Singapore",1.272244,103.8055261,0.61
JLN KAYU,jalan KAYU Singapore,"Jalan Kayu, Seng Kang, Central, 799209, Singapore",1.4006451,103.872238,0.41
